City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
256,lebu,-37.6167,-73.65,11.34,86,5,9.06,CL,1729986493
257,beitbridge,-22.2167,30.0,22.79,76,8,6.79,ZW,1729986496
258,urengoy,65.9667,78.3667,-18.46,100,85,1.5,RU,1729986498
259,priozersk,61.0393,30.1291,7.27,86,52,1.59,RU,1729986500
260,fort st. john,56.2499,-120.8529,-0.06,80,75,3.09,CA,1729986501
261,norfolk,42.1668,-71.2495,12.87,39,4,0.45,US,1729986502
262,kotlas,61.2611,46.6556,5.72,92,100,4.29,RU,1729986503
263,sao joao da barra,-21.6403,-41.0511,25.22,84,73,4.64,BR,1729986505
264,kenai,60.5544,-151.2583,4.05,67,0,2.06,US,1729986506
265,honfleur,49.4198,0.2329,14.86,94,100,4.63,FR,1729986507
266,nizhniy kuranakh,58.8353,125.4869,-5.51,96,100,0.2,RU,1729986508
267,funadhoo,6.15,73.2667,27.85,82,98,7.07,MV,1729986510
268,thunder bay,48.4001,-89.3168,7.99,42,20,2.57,CA,1729986358
269,port alfred,-33.5906,26.891,17.88,84,84,3.58,ZA,1729986512
270,qaqortoq,60.7167,-46.0333,-2.61,55,99,3.59,GL,1729986515
271,stanley,54.868,-1.6985,7.5,87,0,4.12,GB,1729986518
272,shadegan,30.6497,48.6647,20.53,26,100,3.49,IR,1729986519
273,lompoc,34.6391,-120.4579,23.29,69,0,4.12,US,1729986466
274,guerrero negro,27.9769,-114.0611,22.43,58,67,6.16,MX,1729986329
275,agadez,19.75,10.25,24.24,19,6,2.15,NE,1729986523
276,alotau,-10.3069,150.4462,28.98,72,73,3.37,PG,1729986524
277,baikunthpur,23.25,82.55,21.16,85,75,1.64,IN,1729986525
278,robertsport,6.7533,-11.3686,26.29,83,26,1.89,LR,1729986527
279,tazovsky,67.4667,78.7,-16.94,99,89,2.89,RU,1729986529
280,sao tome,0.3365,6.7273,25.88,88,62,2.73,ST,1729986530
281,reynoldsburg,39.9548,-82.8121,11.17,51,19,3.37,US,1729986266
282,sandnessjoen,66.0217,12.6316,8.22,75,96,9.01,NO,1729986533
283,jeremie,18.65,-74.1167,27.28,88,100,2.4,HT,1729986534
284,visakhapatnam,17.69,83.2093,25.37,87,51,1.68,IN,1729986536
285,george town,5.4112,100.3354,25.96,88,40,2.06,MY,1729986366
286,nuku'alofa,-21.1333,-175.2,27.19,83,20,5.14,TO,1729986538
287,boa vista,2.8197,-60.6733,32.99,49,0,4.12,BR,1729986540
288,bismarck,46.8083,-100.7837,13.14,46,0,4.12,US,1729986315
289,afaahiti,-17.75,-149.2833,22.93,75,56,8.54,PF,1729986543
290,bandar lampung,-5.4254,105.258,27.1,72,13,3.02,ID,1729986545
291,pathein,16.7833,94.7333,24.18,89,68,2.16,MM,1729986546
292,hongch'on,37.6918,127.8857,14.3,80,100,1.03,KR,1729986548
293,saldanha,-33.0117,17.9442,14.03,90,92,6.79,ZA,1729986424
294,dul'durga,50.6761,113.5931,-5.49,93,37,1.91,RU,1729986550
295,hell-ville,-13.4,48.2667,26.18,82,21,1.88,MG,1729986552
296,port blair,11.6667,92.75,26.02,100,40,1.03,IN,1729986553
297,bel ombre,-4.6167,55.4167,25.91,73,20,1.54,SC,1729986555
298,palu,-0.8917,119.8707,25.29,96,100,1.87,ID,1729986556
299,guiuan,11.0333,125.7247,27.19,81,100,12.89,PH,1729986558
300,tekeli,44.83,78.8239,6.14,72,73,2.6,KZ,1729986560
301,tsiombe,-25.3,45.4833,19.84,96,1,0.54,MG,1729986561
302,luganville,-15.5333,167.1667,27.9,78,95,5.26,VU,1729986562
303,howard springs,-12.497,131.047,32.15,81,42,1.63,AU,1729986564
304,villa gesell,-37.2639,-56.973,13.1,77,2,8.56,AR,1729986565
305,maceio,-9.6658,-35.7353,23.69,88,0,2.06,BR,1729986522
306,zaozersk,69.4005,32.4476,1.32,82,49,4.83,RU,1729986567
307,natal,-5.795,-35.2094,26.12,73,0,5.14,BR,1729986550
308,bechar,31.6167,-2.2167,30.18,45,20,3.6,DZ,1729986571
309,irbit,57.6705,63.071,3.41,90,100,1.12,RU,1729986573
310,mata-utu,-13.2816,-176.1745,27.82,80,93,9.13,WF,1729986574
311,oneonta,42.4529,-75.0638,6.0,62,39,2.25,US,1729986557
312,kupang,-10.1667,123.5833,31.32,79,20,2.06,ID,1729986577
313,rovnoye,50.7765,46.0509,4.84,64,36,3.75,RU,1729986579
314,dryden,49.7833,-92.7503,6.16,39,75,1.54,CA,1729986580
315,viitasaari,63.0667,25.8667,3.68,92,0,2.75,FI,1729986505
316,cabeza del buey,38.7223,-5.2195,8.44,89,92,0.33,ES,1729986582
317,puerto carreno,6.189,-67.4859,30.99,70,40,3.09,CO,1729986583
318,murzuq,25.9155,13.9184,18.8,32,0,4.66,LY,1729986585
319,yuzhno-kurilsk,44.0306,145.8556,8.91,64,94,3.71,RU,1729986586
320,holdrege,40.4403,-99.3698,14.95,31,0,5.14,US,1729986587
321,baie-saint-paul,47.4411,-70.4986,5.55,67,4,4.84,CA,1729986588
322,magadan,59.5667,150.8,-8.01,53,100,4.58,RU,1729986590
323,yaren,-0.5472,166.916,28.11,73,68,4.34,NR,1729986591
324,kirillov,59.863,38.3813,6.34,77,100,1.8,RU,1729986593
325,zalingei,12.9096,23.4741,22.63,25,99,1.71,SD,1729986595
326,balabac,7.9868,117.0645,28.49,76,92,5.1,PH,1729986596
327,kapuskasing,49.4169,-82.4331,1.05,93,75,4.12,CA,1729986597
328,san luis de la loma,17.2706,-100.8939,27.47,85,0,2.2,MX,1729986599
329,monteagudo,-19.8167,-63.9833,19.04,61,100,0.63,BO,1729986600
330,zakamensk,50.3741,103.2863,-0.18,74,49,0.57,RU,1729986602
331,peterhead,57.5058,-1.7981,6.98,79,83,7.46,GB,1729986604
332,asau,46.4333,26.4,9.44,50,61,2.45,RO,1729986606
333,crane,31.3974,-102.3501,24.28,43,0,2.45,US,1729986534
334,nuuk,64.1835,-51.7216,-2.66,68,20,5.66,GL,1729986609
335,kattivakkam,13.2167,80.3167,27.76,90,47,2.53,IN,1729986610
336,rawson,-43.3002,-65.1023,19.16,27,0,5.14,AR,1729986611
337,laascaanood,8.4774,47.3597,23.73,78,28,4.33,SO,1729986612
338,parapat,2.663,98.9349,19.94,86,100,2.08,ID,1729986613
339,khandyga,62.6667,135.6,-15.39,93,92,0.76,RU,1729986614
340,lobujya,27.95,86.8167,-7.21,15,0,5.56,NP,1729986616
341,batticaloa,7.7102,81.6924,26.53,81,97,0.55,LK,1729986617
342,arish,31.1316,33.7984,21.68,61,0,4.95,EG,1729986618
343,makarov,48.6333,142.8,4.41,51,83,2.19,RU,1729986619
344,selfoss,63.9331,-20.9971,-0.26,85,39,3.9,IS,1729986620
345,monteros,-27.1674,-65.4983,22.61,44,72,0.9,AR,1729986441
346,el calafate,-50.3408,-72.2768,8.01,68,100,3.86,AR,1729986623
347,san ignacio,17.1561,-89.0714,23.08,94,75,0.0,BZ,1729986624
348,nizhneangarsk,55.7833,109.55,0.4,87,97,1.29,RU,1729986626
349,lagoa,39.05,-27.9833,17.84,64,47,1.75,PT,1729986627
350,lerwick,60.1545,-1.1494,8.93,69,85,9.09,GB,1729986628
351,lensk,60.7253,114.9278,-2.85,98,100,0.82,RU,1729986419
352,bozdar wada,27.1828,68.636,28.34,26,9,0.67,PK,1729986631
353,kuching,1.55,110.3333,28.34,89,20,0.0,MY,1729986632
354,prado,-17.3411,-39.2208,25.41,76,40,8.19,BR,1729986633
355,cockburn town,21.4612,-71.1419,28.98,94,75,7.2,TC,1729986557
356,mirny,62.5353,113.9611,-9.93,97,100,0.88,RU,1729986635
357,north elba,44.2434,-73.9543,3.25,62,64,4.69,US,1729986637
358,lazaro cardenas,17.9583,-102.2,27.92,81,0,2.86,MX,1729986638
359,boksitogorsk,59.474,33.8485,6.92,88,100,1.44,RU,1729986639
360,medina del campo,41.3124,-4.9141,4.82,86,57,0.77,ES,1729986629
361,lins,-21.6786,-49.7425,24.93,82,93,2.43,BR,1729986642
